cells,UMAP1,UMAP2
CY75_1FNA_G12_S564_comb,15.4463415,-0.2144678
cy79_p5_CD45_pos_PD1_pos_F12_S648_comb,16.30417,4.259766
Cy72_CD45_B02_S686_comb,13.986624,-2.4354672
CY58_1_CD45_B09_S981_comb,15.853551,-1.3873919
cy80_Cd45_pos_PD1_pos_D02_S86_comb,13.069306,-1.9088253
CY89A_CD45_POS_6_F10_S166_comb,17.081532,2.8391519
cy60_1_cd_45_pos_3_B11_S311_comb,18.00715,1.829269
CY89A_Core_15_B06_S18_comb,16.236778,3.2915397
cy84_Primary_CD45_pos_C06_S414_comb,15.43963,0.37446037
CY89A_CD45_POS_6_G10_S178_comb,13.651442,-3.484456
cy80_Cd45_pos_PD1_pos_S157_G01_S157_comb,13.876919,1.1504164
cy60_1_cd_45_pos_3_C05_S317_comb,11.170333,0.99522775
cy84_Met_CD45_pos_B05_S881_comb,10.976769,0.556335
Cy74_CD45_E04_S436_comb,16.912642,2.2074287
CY88CD45_150813_B03_S303_comb,14.045292,-1.0629244
cy80_CD45_neg_B06_S402_comb,14.753776,-1.2184103
CY94CD45POS_1_C07_S127_comb,12.316865,0.38366213
cy79_p4_CD45_pos_PD1_pos_A10_S298_comb,13.030965,2.5597389
Cy81_FNA_CD45_A02_S194_comb,10.724378,0.7144202
cy80_CD45_neg_G12_S468_comb,10.602141,0.11349584
cy53_1_CD45_pos_1_D05_S41_comb,14.851864,-1.8142681
cy80_CD45_neg_A07_S391_comb,10.692771,0.5005132
Cy81_FNA_CD45_H12_S288_comb,14.92622,-0.8713401
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G09_S273_comb,13.039189,2.4644938
cy79_p5_CD45_pos_PD1_pos_H02_S662_comb,16.62449,4.0717936
Cy81_FNA_CD45_A06_S198_comb,15.487016,-2.0912423
Cy74_CD45_F01_S445_comb,17.881004,1.132035
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H05_S281_comb,13.069367,-2.8214357
cy94_cd45pos_F07_S163_comb,12.397093,-1.9738393
cy79_p4_CD45_pos_PD1_pos_F06_S354_comb,12.702224,-0.043443643
Cy74_CD45_D01_S421_comb,17.694614,0.78630406
Cy72_CD45_B07_S691_comb,14.83593,-2.9554772
Cy81_FNA_CD45_A03_S195_comb,16.786331,0.5561454
Cy81_FNA_CD45_G02_S266_comb,17.088135,-0.65013003
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B06_S210_comb,15.621651,4.5112143
cy80_Cd45_pos_Pd1_neg_S194_A02_S194_comb,13.571314,-2.2123032
Cy81_FNA_CD45_D11_S239_comb,17.288607,-0.73300236
cy80_Cd45_pos_PD1_pos_S161_G05_S161_comb,12.3590765,-0.31693894
cy72_CD45_pos_E03_S915_comb,13.242847,-2.3003323
cy80_Cd45_pos_PD1_pos_B06_S42_comb,13.569411,0.61705667
cy79_p5_CD45_pos_PD1_pos_E09_S633_comb,16.930264,3.1581707
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C03_S507_comb,13.715565,-4.033783
cy80_CD45_pos_PD1_pos_B12_S120_comb,13.1136,1.0384802
cy80_Cd45_pos_PD1_pos_S182_H02_S182_comb,12.639819,0.72856086
CY89A_Core_15_G05_S77_comb,14.609391,1.6763666
CY89A_CD45_POS_6_C08_S128_comb,16.418653,2.528576
CY58_1_CD45_F10_S1030_comb,16.404076,-0.37335184
Cy81_FNA_CD45_C06_S222_comb,13.339104,-2.721924
Cy72_CD45_B06_S690_comb,14.717852,-2.0716696
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D07_S235_comb,14.78547,4.05149
cy94_cd45pos_A06_S102_comb,12.930726,-1.2272391
cy53_1_CD45_pos_2_A09_S969_comb,10.982196,1.1947529
cy80_CD45_neg_A05_S389_comb,10.938879,0.3150439
cy80_CD45_neg_D03_S423_comb,15.718066,2.6685426
cy94_cd45pos_4_D01_S37_comb,13.028039,1.3055716
cy60_1_cd_45_pos_3_D01_S325_comb,14.122185,-1.0236728
cy82_CD45_pos_2_A07_S487_comb,15.551048,1.0798913
CY89A_CD45_POS_6_G02_S170_comb,13.084403,-2.0905528
cy53_1_CD45_pos_1_F06_S66_comb,17.496212,-1.3301672
cy53_1_CD45_pos_1_G06_S78_comb,13.229805,0.98395956
CY88CD45_150813_E01_S337_comb,16.176144,1.6052986
cy53_1_CD45_pos_2_G05_S1037_comb,14.955726,-2.2907195
cy74_CD45_pos_E02_S722_comb,16.732449,3.7065206
CY94CD45POS_1_D09_S141_comb,12.46566,-2.8890224
cy58_1_CD45_pos_F03_S639_comb,17.931824,1.0160606
cy88_cd_45_pos_B07_S403_comb,13.7340975,-1.0257286
cy88_cd45pos_5_F05_S257_comb,17.302511,1.4646673
CY89A_Core_15_G06_S78_comb,16.36378,2.9246447
CY88CD45POS_7_D05_S233_comb,14.685207,-0.7925065
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F09_S453_comb,16.535887,3.3767457
cy94_cd45pos_4_H02_S86_comb,14.199253,1.5280743
cy53_1_CD45_neg_D02_S326_comb,15.907035,-1.86655
cy80_CD45_pos_PD1_pos_A06_S102_comb,12.835593,0.70085096
cy84_Primary_CD45_pos_H02_S470_comb,12.222041,0.45584655
CY88CD45_150813_E03_S339_comb,13.813468,-1.1913627
CY88CD45_150813_E06_S342_comb,14.85866,-0.96208614
cy58_1_CD45_pos_C09_S609_comb,15.725532,0.259813
cy60_1_cd_45_pos_3_A02_S290_comb,17.242403,1.247539
CY89A_CD45_POS_10_H07_S283_comb,12.357016,-3.1190052
cy80_Cd45_pos_PD1_pos_S137_F05_S137_comb,16.190153,2.5706747
cy79_p4_CD45_pos_PD1_pos_E09_S345_comb,12.235455,1.3596978
cy84_Primary_CD45_pos_B11_S407_comb,14.002535,-0.25056967
cy80_CD45_pos_PD1_pos_H03_S183_comb,13.56301,0.096166514
cy80_Cd45_pos_Pd1_neg_S340_G04_S340_comb,12.416496,-2.7608626
cy79_p5_CD45_pos_PD1_pos_G05_S653_comb,15.681683,-0.32981488
cy88_cd_45_pos_C09_S417_comb,15.069467,-0.63292897
CY88CD45_150813_G02_S362_comb,14.538448,-0.9841858
Cy74_CD45_B03_S399_comb,13.773307,-0.866711
Cy74_CD45_F08_S452_comb,17.63334,0.8363429
cy80_Cd45_pos_Pd1_neg_S224_B08_S224_comb,15.48264,0.4926787
cy79_p5_CD45_pos_PD1_pos_H07_S667_comb,16.081804,4.4984975
CY89A_CD45_POS_6_B08_S116_comb,16.904354,2.9348626
CY89A_CD45_POS_6_B02_S110_comb,13.939317,3.3738234
Cy72_CD45_D01_S709_comb,14.647639,-2.1804254
CY89A_CD45_POS_6_G03_S171_comb,13.906007,-2.677124
Cy74_CD45_G01_S457_comb,15.047843,-2.4484282
cy88_cd_45_pos_C07_S415_comb,16.149557,0.9516863
Cy74_CD45_F02_S446_comb,16.450893,0.5174619
Cy81_FNA_CD45_B08_S212_comb,13.135214,-2.454366
Cy71_CD45_D12_S528_comb,17.171532,0.33918607
cy79_p3_CD45_pos_PD1_neg_F09_S165_comb,13.174974,-3.846995
cy74_CD45_pos_G11_S755_comb,15.679164,1.9036707
cy72_CD45_pos_C07_S895_comb,14.373495,-3.7450178
cy80_Cd45_pos_PD1_pos_A09_S21_comb,12.370911,-0.6062028
cy88_cd_45_pos_E01_S433_comb,15.9414,0.22242233
cy58_1_CD45_pos_G09_S657_comb,16.16651,1.5338782
cy60_1_cd_45_pos_4_E09_S57_comb,11.281439,0.8657581
CY94CD45POS_1_E12_S156_comb,12.288978,-2.8739147
cy79_p5_CD45_pos_PD1_pos_D03_S615_comb,14.659747,3.8030736
cy58_1_CD45_pos_B07_S595_comb,14.442776,-2.866888
cy58_1_CD45_pos_D03_S615_comb,12.877687,-2.4091947
cy72_CD45_pos_D10_S910_comb,13.541304,-3.517515
cy82_CD45_pos_2_A05_S485_comb,10.529623,0.9399765
cy60_1_cd_45_pos_3_G04_S364_comb,12.421929,-0.24931684
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G11_S275_comb,12.832958,2.4233022
cy80_Cd45_pos_PD1_pos_S135_F03_S135_comb,14.942649,0.4350787
cy60_1_cd_45_pos_4_C10_S34_comb,12.6057415,-1.9419963
cy74_CD45_pos_C03_S699_comb,14.364402,0.29339078
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_A10_S202_comb,15.266497,3.9787242
cy88_cd_45_pos_G02_S458_comb,17.376041,1.4658774
cy58_1_CD45_pos_C11_S611_comb,15.052105,-2.8281217
cy60_1_cd_45_pos_4_E02_S50_comb,10.661494,1.0200564
cy58_1_CD45_pos_G04_S652_comb,11.830175,1.1599978
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C07_S223_comb,12.825899,2.062951
cy94_cd45pos_A10_S106_comb,12.442378,-1.8550053
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F10_S262_comb,17.104973,3.7155132
cy88_cd_45_pos_H10_S478_comb,13.231133,0.5076739
cy88_cd45pos_5_C03_S219_comb,13.741266,-0.9515446
CY89A_Core_15_C08_S32_comb,12.570421,-3.1711302
Cy74_CD45_H06_S474_comb,16.651476,1.8207426
CY89A_Core_15_C09_S33_comb,15.8751745,3.037736
cy80_Cd45_pos_PD1_pos_B01_S37_comb,14.721846,2.0135167
Cy72_CD45_H06_S762_comb,14.242571,-2.217748
cy80_CD45_neg_E04_S436_comb,13.99509,-3.193432
cy58_1_CD45_pos_H08_S668_comb,14.30445,-1.8514613
cy94_cd45neg_cd90pos_D02_S326_comb,11.037401,2.6332152
CY89A_CD45_POS_6_D02_S134_comb,15.8041725,2.9080093
CY88CD45POS_2_D03_S423_comb,14.37566,-1.2718531
cy72_CD45_pos_D07_S907_comb,13.190355,-3.830893
CY88CD45_150813_G07_S367_comb,11.99138,-0.8666744
cy79_p5_CD45_pos_PD1_pos_C07_S607_comb,13.68926,-3.2662659
cy84_Primary_CD45_pos_E04_S436_comb,12.426869,-2.0777671
CY84_PRIM_POS_ALL_7_B11_S215_comb,14.434192,-0.24633002
cy74_CD45_pos_C07_S703_comb,16.854723,3.0666873
cy80_Cd45_pos_PD1_pos_S140_F08_S140_comb,14.663533,1.430604
cy60_1_cd_45_pos_3_H04_S376_comb,16.454802,0.5114287
cy79_p4_CD45_pos_PD1_pos_E07_S343_comb,14.179314,3.8671741
cy82_CD45_pos_1_F08_S548_comb,13.9547415,-2.3144987
CY75_1FNA_F01_S541_comb,17.484186,2.294691
cy80_CD45_neg_H03_S471_comb,10.946348,-0.3335665
cy80_CD45_neg_G01_S457_comb,14.943613,0.2060717
CY89A_Core_15_H12_S96_comb,13.038201,-3.5369408
cy88_cd_45_pos_F07_S451_comb,12.862295,-1.941549
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B08_S404_comb,15.502643,4.119198
CY94CD45POS_1_B09_S117_comb,13.373034,-1.7428418
CY89A_CD45_POS_6_D10_S142_comb,15.047038,1.6899011
cy88_cd_45_pos_H07_S475_comb,16.354248,1.4446361
Cy72_CD45_G01_S745_comb,15.707834,-1.9153836
cy79_p4_CD45_pos_PD1_pos_F01_S349_comb,13.008597,2.704688
cy84_Primary_CD45_pos_D10_S430_comb,16.529453,3.3294716
cy53_1_CD45_pos_2_H08_S1052_comb,14.689994,-3.2886052
cy80_CD45_neg_C12_S420_comb,14.686583,-0.3707993
cy80_Cd45_pos_PD1_pos_B07_S43_comb,14.410231,0.014634085
Cy74_CD45_H12_S480_comb,16.820736,2.2360847
cy79_p4_CD45_pos_PD1_pos_C10_S322_comb,12.793036,1.5532975
CY58_1_CD45_G11_S1043_comb,17.129696,2.0133698
cy94_cd45neg_cd90pos_C03_S315_comb,13.467586,-1.6981866
cy58_1_CD45_pos_E08_S632_comb,16.750368,2.3543036
CY89COREQ1_B04_S304_comb,13.025946,-2.13985
cy80_CD45_neg_A12_S396_comb,15.506356,-1.3678604
CY89FNA_A02_S194_comb,12.356075,-2.4917974
CY58_1_CD45_D04_S1000_comb,14.484403,-2.709143
Cy72_CD45_A11_S683_comb,14.474684,-3.5717347
CY89A_Core_15_B05_S17_comb,13.266698,1.8696042
CY94CD45POS_1_H01_S181_comb,12.88303,-2.227869
Cy81_FNA_CD45_C11_S227_comb,10.578263,1.2219006
cy80_Cd45_pos_Pd1_neg_S265_D01_S265_comb,12.611612,-2.5007288
cy94_cd45pos_D05_S137_comb,12.954652,-2.0703964
Cy71_CD45_F03_S543_comb,17.179655,0.7297256
CY89COREQ1_C03_S315_comb,15.754132,3.612249
cy72_CD45_pos_A05_S869_comb,13.704915,-3.6593184
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F12_S456_comb,13.221151,2.929007
CY88CD45POS_2_D11_S431_comb,13.552708,0.59923047
Cy72_CD45_E10_S730_comb,12.454842,-0.5502765
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B09_S213_comb,13.319983,2.3785896
cy60_1_cd_45_pos_4_B11_S23_comb,14.037324,-0.22334357
CY58_1_CD45_F09_S1029_comb,15.171996,-1.9433744
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B12_S408_comb,12.296682,0.04486764
cy60_1_cd_45_pos_3_C07_S319_comb,14.918753,-1.8294542
cy79_p5_CD45_pos_PD1_pos_G12_S660_comb,15.969682,3.8134959
CY94CD45POS_1_A09_S105_comb,12.072856,-2.2394898
cy79_p5_CD45_pos_PD1_pos_E04_S628_comb,15.590244,0.62746567
cy72_CD45_pos_E04_S916_comb,12.572508,-0.682207
cy60_1_cd_45_pos_3_H12_S384_comb,15.475088,2.1056366
cy79_p5_CD45_pos_PD1_pos_B08_S596_comb,16.872965,3.298615
CY89COREQ1_D01_S325_comb,11.882101,0.06970788
cy80_CD45_neg_F04_S448_comb,16.188356,-1.4676863
CY58_1_CD45_E05_S1013_comb,17.53446,1.2060558
Cy71_CD45_C01_S505_comb,7.180074,13.170217
cy80_Cd45_pos_Pd1_neg_S364_H04_S364_comb,12.934469,-0.66043675
CY58_1_CD45_F04_S1024_comb,16.677694,1.7952496
cy94_cd45pos_B11_S119_comb,14.552014,-0.4562228
cy79_p4_CD45_pos_PD1_pos_F04_S352_comb,15.5460415,4.4039707
cy74_CD45_pos_E03_S723_comb,17.109423,2.756664
cy53_1_CD45_pos_2_G02_S1034_comb,15.554104,-1.5512779
CY58_1_CD45_F12_S1032_comb,15.377559,-0.3132535
CY89COREQ1_D03_S327_comb,12.119823,0.3074462
cy80_Cd45_pos_PD1_pos_S190_H10_S190_comb,15.869291,1.3383888
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H12_S288_comb,12.335438,2.5241623
cy79_p5_CD45_pos_PD1_pos_H06_S666_comb,16.294643,3.6326356
cy74_CD45_pos_A05_S677_comb,14.7898245,-1.9645056
cy79_p5_CD45_pos_PD1_pos_F02_S638_comb,16.121458,4.03273
CY58_1_CD45_G09_S1041_comb,14.314751,-1.22123
cy84_Primary_CD45_pos_B07_S403_comb,15.65196,1.1290317
cy94_cd45pos_4_A02_S2_comb,15.588512,0.7368168
cy58_1_CD45_pos_F10_S646_comb,15.722983,-0.31800643
Cy81_FNA_CD45_F04_S256_comb,16.27687,2.4671547
cy94_cd45pos_D08_S140_comb,10.935116,-1.604735
cy79_p4_CD45_pos_PD1_pos_G05_S365_comb,16.03645,4.175111
cy84_Primary_CD45_pos_D11_S431_comb,11.088836,0.5943786
CY94CD45POS_1_G04_S172_comb,12.894793,-1.1500416
cy72_CD45_pos_C06_S894_comb,13.808868,-2.4103446
cy58_1_CD45_pos_H09_S669_comb,14.33494,0.72552675
cy60_1_cd_45_pos_4_D10_S46_comb,16.416265,3.5142708
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G04_S460_comb,11.761231,0.923146
Cy74_CD45_G04_S460_comb,14.777718,-1.5914414
cy72_CD45_pos_D08_S908_comb,13.764423,-3.6920226
cy94_cd45pos_4_C11_S35_comb,14.004484,-1.1155053
CY89A_Core_15_A01_S1_comb,13.475358,-1.7686335
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B01_S397_comb,13.958961,2.402881
cy88_cd_45_pos_H11_S479_comb,17.114906,1.6717334
CY89COREQ1_E02_S338_comb,16.054628,3.1550434
CY58_1_CD45_C03_S987_comb,15.186578,-1.7874471
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E01_S433_comb,16.288244,3.0277414
CY89A_Core_15_G07_S79_comb,12.934714,-3.7177947
CY94CD45POS_1_H02_S182_comb,13.397971,-0.9649436
cy80_Cd45_pos_Pd1_neg_S337_G01_S337_comb,13.46859,-1.1762781
CY88CD45POS_7_F01_S253_comb,14.95721,2.5064483
cy60_1_cd_45_pos_3_B06_S306_comb,13.57596,-0.38645718
cy60_1_cd_45_pos_3_F08_S356_comb,11.691028,0.5616825
cy79_p4_CD45_pos_PD1_pos_G02_S362_comb,12.985936,2.723235
CY89FNA_G10_S274_comb,12.30946,-2.778111
CY88CD45POS_7_H05_S281_comb,12.66695,1.6728839
Cy72_CD45_F05_S737_comb,14.316395,-2.5762844
cy84_Primary_CD45_pos_B09_S405_comb,12.98315,0.13849223
CY89A_CD45_POS_6_D04_S136_comb,11.152741,3.0282357
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B03_S399_comb,14.847043,2.7734418
CY88CD45POS_7_G05_S269_comb,10.849383,3.0653691
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B08_S212_comb,15.432516,4.274046
cy60_1_cd_45_pos_3_C03_S315_comb,17.904528,1.2379755
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B02_S206_comb,12.699714,0.5179052
Cy74_CD45_D03_S423_comb,14.516913,-1.2396266
cy72_CD45_pos_B02_S878_comb,14.510404,-3.1477416
cy53_1_CD45_pos_2_B01_S973_comb,17.066456,-0.019983605
cy94_cd45pos_4_C01_S25_comb,12.416207,-2.6110494
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C10_S418_comb,15.37295,3.8075325
cy53_1_CD45_pos_2_B05_S977_comb,12.541668,-0.56653327
cy80_Cd45_pos_PD1_pos_D11_S95_comb,12.663785,0.94484866
cy53_1_CD45_pos_1_D10_S46_comb,16.858904,-0.77705383
Cy74_CD45_G03_S459_comb,14.757348,-1.8036608
CY89COREQ1_D10_S334_comb,12.8520775,-3.163378
cy80_Cd45_pos_PD1_pos_A06_S18_comb,12.983907,-0.2202423
Cy81_FNA_CD45_A07_S199_comb,16.417631,0.47829553
CY89FNA_C08_S224_comb,16.668655,1.4792114
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D02_S422_comb,13.706452,3.424326
CY88CD45_150813_G05_S365_comb,14.235067,-1.1657369
cy53_1_CD45_pos_2_F07_S1027_comb,13.191271,-1.7734442
cy94_cd45pos_4_H09_S93_comb,13.661677,-1.0383856
cy53_1_CD45_pos_2_D04_S1000_comb,16.207134,-0.67861927
CY89A_CD45_POS_10_G06_S270_comb,13.469134,2.9496102
cy79_p4_CD45_pos_PD1_pos_F02_S350_comb,13.579314,2.9904811
cy80_Cd45_pos_Pd1_neg_S243_C03_S243_comb,12.421893,-0.5994417
cy74_CD45_pos_G07_S751_comb,14.945272,2.984844
cy82_CD45_pos_1_H09_S573_comb,13.86384,-3.2414181
cy53_1_CD45_pos_1_C09_S33_comb,17.69589,-1.260668
cy80_Cd45_pos_PD1_pos_A07_S19_comb,15.109415,1.3168133
Cy72_CD45_B05_S689_comb,12.660921,-0.87696844
cy88_cd_45_pos_H06_S474_comb,14.361847,-1.4129384
cy53_1_CD45_pos_2_A02_S962_comb,15.217067,-2.4425855
cy74_CD45_pos_F03_S735_comb,16.877703,2.532401
cy84_Met_CD45_pos_B02_S878_comb,13.85947,-2.756965
CY58_1_CD45_A07_S967_comb,17.95827,1.1401677
cy80_CD45_pos_PD1_pos_C03_S123_comb,16.22833,0.10471061
CY89A_Core_15_G01_S73_comb,15.847269,3.7343853
CY88CD45POS_7_G07_S271_comb,12.521684,3.078984
cy78_CD45_neg_2_A06_S582_comb,12.042401,1.5075754
cy80_Cd45_pos_Pd1_neg_S226_B10_S226_comb,14.235862,0.1730816
cy80_CD45_pos_PD1_pos_F04_S160_comb,16.604767,-0.33717772
cy80_Cd45_pos_PD1_pos_S166_G10_S166_comb,12.813776,0.2996893
cy80_CD45_neg_A11_S395_comb,14.455479,-0.72999156
CY58_1_CD45_F03_S1023_comb,14.720936,-2.955234
CY94CD45POS_1_A02_S98_comb,12.501775,-1.6903177
cy53_1_CD45_pos_1_D04_S40_comb,17.267157,-0.8951538
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F09_S261_comb,15.480276,4.3759685
CY89FNA_D07_S235_comb,15.229696,2.5403647
cy80_CD45_pos_PD1_pos_D02_S134_comb,12.864746,0.31358057
CY89COREQ1_D11_S335_comb,15.272645,2.4290125
cy80_Cd45_pos_Pd1_neg_S225_B09_S225_comb,13.062338,-2.4887323
cy74_CD45_pos_F01_S733_comb,16.520805,2.3176496
cy79_p5_CD45_pos_PD1_pos_D04_S616_comb,15.959121,4.580465
CY89A_CD45_POS_10_A10_S202_comb,12.881042,-1.1231967
cy80_CD45_pos_PD1_pos_C01_S121_comb,16.09019,0.27970013
cy82_CD45_pos_2_A12_S492_comb,16.450506,0.5969275
cy79_p5_CD45_pos_PD1_pos_G08_S656_comb,17.506464,3.2051015
CY89FNA_G02_S266_comb,15.1671505,2.5739007
cy80_Cd45_pos_PD1_pos_S144_F12_S144_comb,13.512759,-0.5132348
cy60_1_cd_45_pos_3_E02_S338_comb,11.908023,1.3186084
Cy74_CD45_G08_S464_comb,13.080082,-0.17035834
cy79_p4_CD45_pos_PD1_pos_D06_S330_comb,12.298676,1.4190989
cy72_CD45_pos_B04_S880_comb,13.577709,-3.9384887
cy79_p5_CD45_pos_PD1_pos_E10_S634_comb,16.084904,1.6010013
cy88_cd45pos_5_G02_S266_comb,13.80501,-3.2795901
cy74_CD45_pos_C11_S707_comb,13.054287,-1.5726024
cy84_Met_CD45_pos_B07_S883_comb,13.749871,-1.6737282
CY89A_Core_15_F12_S72_comb,15.588335,-0.21517552
cy94_cd45pos_D06_S138_comb,12.777883,-2.2352707
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D08_S236_comb,15.282803,4.5106287
Cy72_CD45_F02_S734_comb,14.061085,-2.617912
Cy74_CD45_E08_S440_comb,16.711092,-0.6562343
Cy81_FNA_CD45_C02_S218_comb,12.026688,1.0638868
CY58_1_CD45_A04_S964_comb,18.357841,1.7970926
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F05_S257_comb,17.068567,3.995777
cy82_CD45_pos_2_B02_S494_comb,14.404231,-1.7574589
cy53_1_CD45_pos_1_B07_S19_comb,16.762987,2.0651932
cy94_cd45pos_G10_S178_comb,12.509526,-2.160424
cy94_cd45pos_A01_S97_comb,12.339767,-2.1134257
cy74_CD45_pos_E09_S729_comb,16.628233,3.86949
cy60_1_cd_45_pos_4_D06_S42_comb,14.474077,-0.43830317
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F03_S447_comb,16.488754,3.0928395
cy84_Primary_CD45_pos_B10_S406_comb,13.823108,-1.0867894
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H01_S1045_comb,16.665674,0.55539834
CY88CD45POS_2_C05_S413_comb,13.993738,-1.003863
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F10_S454_comb,16.137474,2.4567864
CY75_1FNA_E11_S539_comb,16.184875,1.1902881
CY88CD45_150813_G09_S369_comb,17.215929,0.6366462
CY88CD45_150813_E11_S347_comb,14.023733,-0.8259255
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H07_S283_comb,13.150353,2.4643648
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F03_S255_comb,12.253604,0.98451996
cy72_CD45_pos_F09_S933_comb,14.533336,-3.3280604
cy53_1_CD45_pos_2_G01_S1033_comb,14.656963,-1.6692225
Cy74_CD45_G07_S463_comb,18.198826,1.3609414
cy79_p5_CD45_pos_PD1_pos_E01_S625_comb,14.018783,2.7417474
cy60_1_cd_45_pos_4_D07_S43_comb,13.334277,-0.48425785
cy58_1_CD45_pos_B05_S593_comb,13.373563,-2.0693505
cy58_1_CD45_pos_A10_S586_comb,12.444696,-1.4306754
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H10_S574_comb,14.080266,-3.763524
CY94CD45POS_1_F02_S158_comb,12.7397,-1.588268
CY89FNA_A01_S193_comb,14.755999,2.3620768
CY89A_Core_15_G11_S83_comb,16.224836,3.0400047
CY75_1FNA_H08_S572_comb,15.687568,0.4168233
cy94_cd45pos_4_H04_S88_comb,12.624796,-2.7515066
cy80_CD45_neg_H07_S475_comb,16.479567,2.6953008
Cy81_FNA_CD45_A05_S197_comb,12.6277075,-2.433554
cy80_Cd45_pos_PD1_pos_S142_F10_S142_comb,12.544608,-0.38242406
cy74_CD45_pos_A07_S679_comb,17.01157,2.0071433
cy80_CD45_pos_PD1_pos_F01_S157_comb,13.350867,0.6081588
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E07_S1015_comb,17.423483,2.4298236
Cy81_FNA_CD45_A08_S200_comb,11.81873,1.0729511
CY88CD45POS_7_F07_S259_comb,12.404425,-0.22528674
cy80_CD45_pos_PD1_pos_H07_S187_comb,13.960244,0.6157283
cy79_p4_CD45_pos_PD1_pos_G03_S363_comb,13.045563,2.7381215
cy94_cd45pos_G12_S180_comb,12.27277,-1.981778
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E05_S437_comb,12.652449,1.9107482
cy80_CD45_pos_PD1_pos_C05_S125_comb,13.501862,-1.562304
cy94_cd45pos_G08_S176_comb,12.472761,-1.7138774
CY94CD45POS_1_C12_S132_comb,12.220383,-2.2920675
cy53_1_CD45_pos_1_A11_S11_comb,17.155136,-0.61746395
Cy74_CD45_B06_S402_comb,10.483994,0.6062207
cy79_p5_CD45_pos_PD1_pos_F03_S639_comb,16.137129,4.5334253
cy60_1_cd_45_pos_4_G07_S79_comb,13.393566,-1.1792732
Cy74_CD45_H02_S470_comb,17.139524,1.7148223
cy79_p4_CD45_pos_PD1_pos_E01_S337_comb,12.404191,1.3803238
CY58_1_CD45_B08_S980_comb,18.202257,1.4340711
cy58_1_CD45_pos_C06_S606_comb,14.828661,-2.7969563
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E08_S440_comb,12.785103,0.9585773
CY89COREQ1_A08_S296_comb,15.914568,3.2173057
cy79_p4_CD45_pos_PD1_pos_F03_S351_comb,8.829283,-2.560884
Cy72_CD45_F07_S739_comb,14.594671,-2.6484437
cy88_cd_45_pos_3_F09_S645_comb,17.156021,1.3661054
cy72_CD45_pos_F04_S928_comb,14.520533,-3.167164
Cy71_CD45_C08_S512_comb,14.650134,-1.7195364
cy80_CD45_pos_PD1_pos_C12_S132_comb,13.346716,-1.2713664
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E07_S439_comb,15.005986,4.1859655
cy58_1_CD45_pos_D01_S613_comb,14.09169,-1.6263629
CY75_1FNA_E12_S540_comb,13.840817,-1.616944
cy53_1_CD45_pos_2_F04_S1024_comb,15.808523,-0.93808484
CY94CD45POS_1_G07_S175_comb,10.390142,-1.6268169
cy79_p4_CD45_pos_PD1_pos_G12_S372_comb,15.311245,4.568959
cy58_1_CD45_pos_A02_S578_comb,14.466527,2.621294
CY88CD45POS_7_E01_S241_comb,13.119908,0.49686062
cy80_Cd45_pos_PD1_pos_S110_E02_S110_comb,14.086878,0.19175233
cy94_cd45pos_G02_S170_comb,12.236434,-1.317421
cy53_1_CD45_pos_2_E07_S1015_comb,13.134893,-1.3527563
Cy74_CD45_C06_S414_comb,16.829409,0.06255992
